会社名,組織体系区分,組織体系パターン,,組織体系改定日付,階層,,上位部門,,上位部門階層番号,部門コード,部門適用日付,部門終了日付　,部門名,部門名（略）,部門名（カナ）,部門名（英字）,代表計上部門,,計上区分,部門採番コード,部門所在地,,ＴＥＬ,ＦＡＸ,ＴＥＬ（国際表記）,ＦＡＸ（国際表記）,編集状態,移管先部門,,郵便番号,住所１,住所２,ＺＩＰコード,住所１（英字）,住所２（英字）,部門表示順序,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208210,加須訪問高住拠点,4 ,20821010,2021/6/1,9999/12/31,加須訪問介護部門,加須訪問介護部門,ｶｿﾞﾎｳﾓﾝｶｲｺﾞﾌﾞﾓﾝ,,,,直接部門,,,,,,,,既存,,,,,,,,,001020006007001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208210,加須訪問高住拠点,4 ,20821020,2021/6/1,9999/12/31,加須住宅役務部門,加須住宅役務部門,ｶｿﾞｼﾞｭｳﾀｸｴｷﾑﾌﾞﾓﾝ,,,,直接部門,,,,,,,,既存,,,,,,,,,001020006007002000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,2 ,本社／支社,0000000000,全社,1 ,40,2016/6/1,9999/12/31,【使用不可】北関東支部,【不】北関東支部,ｷﾀｶﾝﾄｳｼﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001021000000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,40,【不】北関東支部,2 ,4010,2016/6/1,9999/12/31,【使用不可】北関東支部統括部,【不】北関東支部統括,ｷﾀｶﾝﾄｳｼﾌﾞﾄｳｶﾂﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001021002000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,4010,【不】北関東支部統括,3 ,401010,2016/6/1,9999/12/31,【使用不可】北関東支部統括課,【不】北関東支部統括,ｷﾀｶﾝﾄｳｼﾌﾞﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001021002001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,401010,【不】北関東支部統括,4 ,40101010,2016/6/1,9999/12/31,【使用不可】北関東支部統括課,【不】北関東支部統括,ｷﾀｶﾝﾄｳｼﾌﾞﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001021002001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,40,【不】北関東支部,2 ,4020,2016/6/1,9999/12/31,【使用不可】北関東支部居宅支援事業部,【不】北関東居宅支援,ｷﾀｶﾝﾄｳｷｮﾀｸｼｴﾝｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001021003000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,4020,【不】北関東居宅支援,3 ,209310,2016/6/1,9999/12/31,【使用不可】北関東グループ,【不】北関東グループ,ｷﾀｶﾝﾄｳｸﾞﾙｰﾌﾟ,,,,その他,,,,,,,,既存,,,,,,,,,001021003001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209310,【不】北関東グループ,4 ,20931010,2016/6/1,9999/12/31,【使用不可】北関東統括（介護支援）,【不】北関東統括(支),ｷﾀｶﾝﾄｳﾄｳｶﾂ(ｶｲｺﾞｼｴﾝ),,,,その他,,,,,,,,既存,,,,,,,,,001021003001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209310,【不】北関東グループ,4 ,29879020,2016/6/1,9999/12/31,【使用不可】上越②介護支援事業所,【不】上越②介護支援,ｼﾞｮｳｴﾂﾆｷｮﾀｸｼｴﾝｼﾞｷﾞｮｳ,,,,間接部門,,,,,,,,既存,,,,,,,,,001021003001002000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,4020,【不】北関東居宅支援,3 ,402002,2016/6/1,9999/12/31,【使用不可】戸塚介護支援事業所準備室,【不】戸塚支援準備室,ﾄﾂｶｶｲｺﾞｼｴﾝｼﾞｷﾞｮｳｼｮｼﾞｭﾝﾋﾞｼﾂ,,,,その他,,,,,,,,既存,,,,,,,,,001021003002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,402002,【不】戸塚支援準備室,4 ,20967520,2016/6/1,9999/12/31,【使用不可】戸塚介護支援事業所準備室,【不】戸塚支援準備室,ﾄﾂｶｶｲｺﾞｼｴﾝｼﾞｷﾞｮｳｼｮｼﾞｭﾝﾋﾞｼﾂ,,,,直接部門,,,,,,,,既存,,,,,,,,,001021003002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,4020,【不】北関東居宅支援,3 ,402010,2016/6/1,9999/12/31,【使用不可】北関東居宅統括課,【不】北関東居宅統括,ｷﾀｶﾝﾄｳｷｮﾀｸﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001021003006000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,402010,【不】北関東居宅統括,4 ,40201010,2016/6/1,9999/12/31,【使用不可】北関東居宅統括課,【不】北関東居宅統括,ｷﾀｶﾝﾄｳｷｮﾀｸﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001021003006001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,40,【不】北関東支部,2 ,2077,2016/7/1,9999/12/31,【使用不可】北関東支部訪問介護事業部,【不】北関東訪問介護,ｷﾀｶﾝﾄｳｼﾌﾞﾎｳﾓﾝｶｲｺﾞｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001021004000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2077,【不】北関東訪問介護,3 ,207810,2016/7/1,9999/12/31,【使用不可】北関東統括課,【不】北関東統括課,ｷﾀｶﾝﾄｳﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001021004001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,207810,【不】北関東統括課,4 ,20781010,2016/7/1,9999/12/31,【使用不可】北関東統括（訪問介護）,【不】北関東統括（訪,ｷﾀｶﾝﾄｳﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001021004001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,40,【不】北関東支部,2 ,4040,2016/9/1,9999/12/31,【使用不可】北関東支部看護事業部,【不】北関東看護事業,ｷﾀｶﾝﾄｳｶﾝｺﾞｼﾞｷﾞｭｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001021005000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,4040,【不】北関東看護事業,3 ,404010,2018/1/1,9999/12/31,【使用不可】北関東看護統括課,【不】北関東看護統括,ｷﾀｶﾝﾄｳｶﾝｺﾞﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001021005003000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,404010,【不】北関東看護統括,4 ,40401010,2018/1/1,9999/12/31,【使用不可】北関東看護統括課,【不】北関東看護統括,ｷﾀｶﾝﾄｳｶﾝｺﾞﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001021005003001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,40,【不】北関東支部,2 ,4050,2018/5/1,9999/12/31,【使用不可】北関東支部通所介護事業部,【不】北関東通所介護,ｷﾀｶﾝﾄｳﾂｳｼｮｶｲｺﾞｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001021006000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,4050,【不】北関東通所介護,3 ,405010,2018/5/1,9999/12/31,【使用不可】北関東通所統括課,【不】北関東通所統括,ｷﾀｶﾝﾄｳﾂｳｼｮﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001021006001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,405010,【不】北関東通所統括,4 ,40501010,2018/5/1,9999/12/31,【使用不可】北関東通所統括課,【不】北関東通所統括,ｷﾀｶﾝﾄｳﾂｳｼｮﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001021006001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,2 ,本社／支社,0000000000,全社,1 ,50,2016/6/1,9999/12/31,【使用不可】名古屋支部,【不】名古屋支部,ﾅｺﾞﾔｼﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001022000000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,50,【不】名古屋支部,2 ,2085,2016/6/1,9999/12/31,【使用不可】名古屋支部訪問介護事業部,【不】名古屋訪問介護,ﾅｺﾞﾔｼﾌﾞﾎｳﾓﾝｶｲｺﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001022001000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2085,【不】名古屋訪問介護,3 ,206005,2016/6/1,9999/12/31,【使用不可】名古屋統括課,【不】名古屋統括課,ﾅｺﾞﾔﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022001001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,206005,【不】名古屋統括課,4 ,20600503,2016/6/1,9999/12/31,【使用不可】名古屋統括（訪問介護）,【不】名古屋統括(介),ﾅｺﾞﾔﾄｳｶﾂ(ﾎｳﾓﾝｶｲｺﾞ),,,,間接部門,,,,,,,,既存,,,,,,,,,001022001001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,50,【不】名古屋支部,2 ,2094,2016/6/1,9999/12/31,【使用不可】名古屋支部居宅支援事業部,【不】名古屋居宅支援,ﾅｺﾞﾔｷｮﾀｸｼｴﾝｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001022002000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2094,【不】名古屋居宅支援,3 ,209410,2016/6/1,9999/12/31,【使用不可】名古屋居宅総括課,【不】名古屋居宅総括,ﾅｺﾞﾔｷｮﾀｸｿｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022002004000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209410,【不】名古屋居宅総括,4 ,20941010,2016/6/1,9999/12/31,【使用不可】名古屋居宅総括課,【不】名古屋居宅総括,ﾅｺﾞﾔｷｮﾀｸｿｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022002004001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2094,【不】名古屋居宅支援,3 ,298755,2016/6/1,9999/12/31,【使用不可】名古屋ｸﾞﾙｰﾌﾟ,【不】名古屋ｸﾞﾙｰﾌﾟ,ﾅｺﾞﾔｸﾞﾙｰﾌﾟ,,,,その他,,,,,,,,既存,,,,,,,,,001022002005000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,298755,【不】名古屋ｸﾞﾙｰﾌﾟ,4 ,29875520,2016/6/1,9999/12/31,【使用不可】名古屋総括（介護支援）,【不】名古屋総括(支),ﾅｺﾞﾔｿｳｶﾂ(ｶｲｺﾞｼｴﾝ),,,,その他,,,,,,,,既存,,,,,,,,,001022002005001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,50,【不】名古屋支部,2 ,5005,2016/6/1,9999/12/31,【使用不可】名古屋支部統括部,【不】名古屋支部統括,ﾅｺﾞﾔｼﾌﾞﾄｳｶﾂﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001022003000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5005,【不】名古屋支部統括,3 ,500510,2016/6/1,9999/12/31,【使用不可】名古屋支部統括課,【不】名古屋支部統括,ﾅｺﾞﾔｼﾌﾞﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022003001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,500510,【不】名古屋支部統括,4 ,50051010,2016/6/1,9999/12/31,【使用不可】名古屋支部統括課,【不】名古屋支部統括,ﾅｺﾞﾔｼﾌﾞﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022003001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,50,【不】名古屋支部,2 ,5010,2017/8/1,9999/12/31,【使用不可】名古屋支部通所介護事業部,【不】名古屋通所介護,ﾅｺﾞﾔﾂｳｼｮｶｲｺﾞｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001022004000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5010,【不】名古屋通所介護,3 ,501010,2017/8/1,9999/12/31,【使用不可】名古屋通所統括課,【不】名古屋通所統括,ﾅｺﾞﾔﾂｳｼｮﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022004001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,501010,【不】名古屋通所統括,4 ,50101010,2017/8/1,9999/12/31,【使用不可】名古屋通所統括課,【不】名古屋通所統括,ﾅｺﾞﾔﾂｳｼｮﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001022004001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5010,【不】名古屋通所介護,3 ,501020,2017/8/1,9999/12/31,【使用不可】ﾃﾞｲ小幡,【不】ﾃﾞｲ小幡,ﾃﾞｲｵﾊﾞﾀ,,,,直接部門,,,,,,,,既存,,,,,,,,,001022004002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,501020,【不】ﾃﾞｲ小幡,4 ,50102010,2017/8/1,9999/12/31,【使用不可】ゆめふる小幡,【不】ゆめふる小幡,ﾃﾞｲｵﾊﾞﾀ,,,,直接部門,,,,,,,,既存,,,,,,,,,001022004002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,50,【不】名古屋支部,2 ,5020,2017/8/1,9999/12/31,【使用不可】名古屋支部看護事業部,【不】名古屋看護事業,ﾅｺﾞﾔｶﾝｺﾞｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001022005000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5020,【不】名古屋看護事業,3 ,502010,2017/8/1,9999/12/31,【使用不可】名古屋看護統括課,【不】名古屋看護統括,ﾅｺﾞﾔｶﾝｺﾞﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022005001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,502010,【不】名古屋看護統括,4 ,50201010,2017/8/1,9999/12/31,【使用不可】名古屋看護統括課,【不】名古屋看護統括,ﾅｺﾞﾔｶﾝｺﾞﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001022005001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5020,【不】名古屋看護事業,3 ,502040,2020/4/1,9999/12/31,小幡療養通所拠点かえりえ,小幡療養通所拠点,ｵﾊﾞﾀﾘｮｳﾖｳﾂｳｼｮｷｮﾃﾝｶｴﾘｴ,,,,その他,,,,,,,,既存,,,,,,,,,001022005004000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,502040,小幡療養通所拠点,4 ,50102020,2020/4/1,9999/12/31,小幡療養通所かえりえ,小幡療養通所,ｵﾊﾞﾀﾘｮｳﾖｳﾂｳｼｮ,,,,直接部門,,,,,,,,既存,,,,,,,,,001022005004001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,50,【不】名古屋支部,2 ,2084,2018/5/1,9999/12/31,【使用不可】関西名古屋営業推進部,【不】関西名古屋営推,ｶﾝｻｲﾅｺﾞﾔｴｲｷﾞｮｳｽｲｼﾝﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001022007000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2084,【不】関西名古屋営推,3 ,208410,2018/5/1,9999/12/31,【使用不可】関西名古屋営業推進課,【不】関西名古屋営推,ｶﾝｻｲﾅｺﾞﾔｴｲｷﾞｮｳｽｲｼﾝｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022007001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208410,【不】関西名古屋営推,4 ,20841010,2018/5/1,9999/12/31,【使用不可】関西名古屋営業推進課,【不】関西名古屋営推,ｶﾝｻｲﾅｺﾞﾔｴｲｷﾞｮｳｽｲｼﾝｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022007001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2084,【不】関西名古屋営推,3 ,208420,2018/5/1,9999/12/31,【使用不可】関西名古屋居宅支援推進課,【不】関西名古屋支推,ｶﾝｻｲﾅｺﾞﾔｷｮﾀｸｼｴﾝｽｲｼﾝｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022007002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208420,【不】関西名古屋支推,4 ,20842010,2018/5/1,9999/12/31,【使用不可】関西名古屋支援推進課,【不】関西名古屋支推,ｶﾝｻｲﾅｺﾞﾔｴﾝｽｲｼﾝｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022007002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2084,【不】関西名古屋営推,3 ,208430,2018/5/1,9999/12/31,【使用不可】関西名古屋通所推進課,【不】関西名古屋通推,ｶﾝｻｲﾅｺﾞﾔﾂｳｼｮｽｲｼﾝｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022007003000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208430,【不】関西名古屋通推,4 ,20843010,2018/5/1,9999/12/31,【使用不可】関西名古屋通所推進課,【不】関西名古屋通推,ｶﾝｻｲﾅｺﾞﾔﾂｳｼｮｽｲｼﾝｶ,,,,その他,,,,,,,,既存,,,,,,,,,001022007003001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,2 ,本社／支社,0000000000,全社,1 ,60,2016/6/1,9999/12/31,【使用不可】大阪支部,【不】大阪支部,ｵｵｻｶｼﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001023000000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,60,【不】大阪支部,2 ,2086,2016/6/1,9999/12/31,【使用不可】大阪支部訪問介護事業部,【不】大阪訪問介護,ｵｵｻｶｼﾌﾞﾎｳﾓﾝｶｲｺﾞｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001023002000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2086,【不】大阪訪問介護,3 ,151005,2016/6/1,9999/12/31,【使用不可】大阪統括課,【不】大阪統括課,ｵｵｻｶﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001023002001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,151005,【不】大阪統括課,4 ,15100510,2016/6/1,9999/12/31,【使用不可】大阪統括課（訪問介護）,【不】大阪統括課(介),ｵｵｻｶﾄｳｶﾂｶ(ﾎｳﾓﾝ),,,,間接部門,,,,,,,,既存,,,,,,,,,001023002001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,151005,【不】大阪統括課,4 ,20051170,2017/5/1,9999/12/31,【使用不可】梅田スタジオ,【不】梅田スタジオ,ｳﾒﾀﾞｽﾀｼﾞｵ,,,,直接部門,,,,03-5433-5519,03-5433-5527,,,既存,,,,,,,,,001023002001002000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,60,【不】大阪支部,2 ,2095,2016/6/1,9999/12/31,【使用不可】大阪支部看護事業部,【不】大阪看護事業部,ｵｵｻｶｶﾝｺﾞｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001023003000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2095,【不】大阪看護事業部,3 ,209510,2016/6/1,9999/12/31,【使用不可】大阪看護統括課,【不】大阪看護統括課,ｵｵｻｶｶﾝｺﾞﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001023003001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209510,【不】大阪看護統括課,4 ,20951010,2016/6/1,9999/12/31,【使用不可】大阪看護統括課,【不】大阪看護統括課,ｵｵｻｶｶﾝｺﾞﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001023003001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2095,【不】大阪看護事業部,3 ,209515,2020/8/1,9999/12/31,【使用不可】東淀川訪問看護かえりえ,【不】東淀川訪問看護,ﾋｶﾞｼﾖﾄﾞｶﾞﾜﾎｳﾓﾝｶﾝｺﾞｷｮﾃﾝ,,,,その他,,,,,,,,既存,,,,,,,,,001023003002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209515,【不】東淀川訪問看護,4 ,20951510,2020/8/1,9999/12/31,【使用不可】東淀川訪問看護,【不】東淀川訪問看護,ﾋｶﾞｼﾖﾄﾞｶﾞﾜﾎｳﾓﾝｶﾝｺﾞ,,,,直接部門,,,,,,,,既存,,,,,,,,,001023003002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209515,【不】東淀川訪問看護,4 ,20951520,2020/8/1,9999/12/31,【使用不可】東淀川訪看医療,【不】東淀川訪看医療,ﾋｶﾞｼﾖﾄﾞｶﾞﾜﾎｳｶﾝｲﾘｮｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001023003002002000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,60,【不】大阪支部,2 ,2098,2016/6/1,9999/12/31,【使用不可】大阪支部居宅支援事業部,【不】大阪居宅支援,ｵｵｻｶｷｮﾀｸｼｴﾝｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001023004000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2098,【不】大阪居宅支援,3 ,209810,2016/6/1,9999/12/31,【使用不可】大阪居宅統括課,【不】大阪居宅統括課,ｵｵｻｶｷｮﾀｸﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001023004002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209810,【不】大阪居宅統括課,4 ,20980510,2016/6/1,9999/12/31,【使用不可】大阪居宅統括課,【不】大阪居宅統括課,ｵｵｻｶｷｮﾀｸﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001023004002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2098,【不】大阪居宅支援,3 ,298760,2016/6/1,9999/12/31,【使用不可】大阪グループ,【不】大阪グループ,ｵｵｻｶｸﾞﾙｰﾌﾟ,,,,その他,,,,,,,,既存,,,,,,,,,001023004003000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,298760,【不】大阪グループ,4 ,29876020,2016/6/1,9999/12/31,【使用不可】大阪統括（介護支援）,【不】大阪統括(支),ｵｵｻｶﾄｳｶﾂｶｲｺﾞｼｴﾝ,,,,間接部門,,,,,,,,既存,,,,,,,,,001023004003001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2098,【不】大阪居宅支援,3 ,298761,2018/11/1,9999/12/31,【使用不可】吹田地域包括支援センター,【不】吹田包括,ｽｲﾀﾎｳｶﾂ,,,,その他,,,,,,,,既存,,,,,,,,,001023004009000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,298761,【不】吹田包括,4 ,29876120,2018/11/1,9999/12/31,【使用不可】吹田地域包括支援センター,【不】吹田包括,ｽｲﾀﾎｳｶﾂ,,,,直接部門,,,,,,,,既存,,,,,,,,,001023004009001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,60,【不】大阪支部,2 ,2099,2016/6/1,9999/12/31,【使用不可】大阪支部通所介護事業部,【不】大阪通所介護,ｵｵｻｶﾂｳｼｮｶｲｺﾞｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001023005000000000000000000000,部門
